suhu,oksigen_terlarut,ph,pertumbuhan_berat,cuaca_normal,age
25.3301068021416,8.19352620820244,8.40318776115286,0.94,1,0
25.7773364968571,8.99440707778992,8.39598464321457,0.94,1,1
25.1294508794509,7.00385964535965,8.40561307664808,0.94,0,2
25.0572061365601,9.76824719101124,8.33379923941227,0.94,1,3
24.4932226679348,6.29026701996868,8.32365698991618,0.94,0,4
24.4049963256907,8.91507756025866,8.22905476554967,0.94,1,5
25.125040833428,9.67854952088781,8.12410495758058,0.94,1,6
25.0257132132132,11.7077402402402,7.95415756756757,0.940000000000001,1,9
24.580106559881,6.11188613759007,7.91433255159087,0.94,1,10
24.6038328020441,8.0928502446618,7.86267144446581,0.94,1,11
25.1146353215986,8.57937391343197,7.8162529406903,0.940000000000001,1,12
25.3540378985035,8.46849036852865,7.78724011606562,1.075,1,13
24.8238636363636,8.47472727272727,7.56867272727273,1.09,1,21
24.2776568463741,3.53738541666666,7.56353961116412,1.06,0,23
24.3776483050847,6.53144538606403,7.54612442561205,1.075,1,24
24.4140625,5.93129166666667,7.51894041666667,1.09,1,26
24.1875,2.516,7.52348,1.19,1,27
24.4064946183953,6.8912084148728,7.47213280821918,2.33,1,28
24.7344450044802,7.01640815412186,7.47435637992831,2.33000000000001,1,29
24.6383472773682,5.65734047078843,7.45021699502112,2.33,1,30
24.5677147239264,3.09886229038855,7.4384389929107,2.33,1,31
24.605324074074,1.39504629629629,7.43449875,2.33,0,32
24.3993055555556,2.09244444444445,7.42298472222222,0.330000000000005,0,33
24.1268357240437,5.65615846994536,7.41346103825137,4.33,1,34
24.2764277678587,5.35179019020205,7.40060693531491,2.33,1,35
24.3894386610558,5.27828805741184,7.39086137740092,2.33,1,36
24.1549924864125,5.28538008134471,7.38344492740165,2.33000000000001,1,37
24.1524207064478,5.69196149954147,7.3668259066186,2.33,1,38
24.3899602272727,6.00537511363637,7.34198705386363,2.33,1,39
24.6268232163407,5.73051205408516,7.30108419879171,2.33,1,40
24.9237132352941,10.1235147058824,7.31553779411765,2.31,1,41
24.4625,10.7,7.281528,0.439999999999998,1,42
24.40625,16.6335,7.2897,0.439999999999998,1,44
24.25,14.1955,7.281755,0.440000000000012,1,45
25.15,15.2545,7.24794,0.439999999999998,1,46
24.4342183751,7.19058115169288,7.24173491189017,0.439999999999998,1,47
24.0833333333333,5.06233333333333,7.23069,0.439999999999998,1,48
24.5114703757225,4.74298338150289,7.16818950144509,0.439999999999998,1,49
24.2835442999734,8.6716567755033,7.14935044342267,0.439999999999998,1,50
24.1237340252255,6.49569196876044,7.1294671895534,0.440000000000012,1,51
23.8961274738372,5.09487257334311,7.13198043684113,0.439999999999998,1,52
23.6635265144279,3.99391606057712,7.12796184831841,0.439999999999998,1,53
23.3868189572059,3.50424053404781,7.12009053403716,0.439999999999998,1,54
23.9096022142015,4.39576624240232,7.10324439987629,0.480000000000004,1,55
24.4282903255392,5.21464294120864,7.08948937699034,3.92999999999999,1,56
24.6910609616133,3.839992760232,7.07519738533191,3.92,1,57
24.2534219663742,2.66177719298245,7.06945304239766,3.92,0,58
23.7705314009662,2.7067102378298,7.06607134336678,3.92,1,59
23.9474077442827,2.74893970893971,7.054760997921,3.93,1,60
24.2638888888889,2.23033333333333,7.01924688888889,3.90000000000001,1,62
23.9992766203704,1.89652314814815,7.01496697916667,3.91999999999999,1,63
24.0863970588236,1.90254648956356,7.00077857210626,2.92,1,64
24.1875,1.808,6.98556,4.17,1,65
25.311773255814,1.49327906976744,6.93630686046512,4.03,1,69
24.7195191350121,1.57027429221796,6.94100834258074,3.35000000000001,1,70
24.6380537393477,1.24259234498972,6.93095660079342,3.34999999999999,1,71
24.7527348166693,1.67550398966242,6.9191869967695,3.34999999999999,1,72
24.8197544642857,1.8181875,6.90090119047619,3.34999999999999,1,73
24.9331349206349,1.76479841269841,6.89906415873016,3.35000000000001,0,74
24.1326923076923,1.33566153846154,6.88380384615385,3.34999999999999,1,76
23.8152029370953,1.34622479185939,6.87239974560592,3.34999999999999,1,77
24.1825669037941,1.26323018292683,6.85422068089431,1.90564102564103,1,78
25.4039846942593,7.1939976697175,8.40646614738469,0.7,1,0
25.9388585883839,8.05223131507091,8.39524095309677,0.7,1,1
25.1224436090225,6.80920503759399,8.40560064586466,0.7,0,2
25.0706740442656,9.2354476861167,8.33421807847082,0.7,1,3
24.4945016998379,6.10949359239913,8.32387128021433,0.7,0,4
24.4335696258908,6.72636448931117,8.23284857193756,0.699999999999999,1,5
25.1318207126949,8.21997126948775,8.12508038530067,0.7,1,6
24.9528985507246,8.69898260869565,7.95099939130435,0.699999999999999,1,9
24.576720876094,6.14377261962362,7.91462295427266,0.700000000000001,1,10
24.6231737012987,7.01017348955392,7.86293498164878,0.699999999999999,1,11
25.1231610698523,7.42002909491145,7.81784369539841,0.700000000000001,1,12
25.2996212121212,7.32699166666667,7.7850796060606,0.639999999999999,1,13
24.426324819097,3.94488075350008,7.76357022093755,0.890000000000001,0,14
24.0965052643539,6.92707324647781,7.72330986441449,0.89,1,15
24.5489130434783,6.29260869565217,7.68522217391304,0.890000000000001,1,17
24.9549107142857,7.35567559523809,7.64612566666666,0.890000000000001,1,18
25.4888798701298,6.36995974025974,7.63238283116883,0.890000000000001,1,19
25.1012061403509,6.11884912280702,7.61270124561404,0.889999999999997,0,20
24.4067796610169,4.22404237288135,7.59484406779661,0.890000000000001,1,21
24.9107142857143,5.14190909090909,7.57480474025974,0.890000000000001,1,22
24.3381764273001,3.66719672782037,7.55889015217689,0.890000000000001,0,23
24.3786312819867,4.85828253209162,7.54537813868613,0.890000000000001,1,24
25.3489583333333,3.87797222222222,7.51928798611111,0.890000000000001,1,25
24.6693948412698,5.83817460317461,7.51512126984127,0.890000000000001,0,26
24.0295608108108,3.75078378378378,7.52176216216216,0.829999999999998,0,27
24.3435703294102,6.08435755997475,7.47963857819264,1.5,1,28
24.7446152703506,5.45256565656566,7.47424449643494,1.5,1,29
24.6354108014264,4.75770863363364,7.4504625792042,1.5,1,30
24.5624007520374,2.61771481004314,7.43829150227709,1.5,1,31
24.6167824074074,1.31712962962963,7.42874883333334,1.5,0,32
24.4003378378378,2.95239864864865,7.42275608108108,1.5,0,33
24.1118251011773,5.20428699411332,7.41236026747609,1.5,1,34
24.2771683324206,4.84228933917488,7.40070462668857,1.5,1,35
24.3902980831709,5.1332101445744,7.39088355474334,1.5,1,36
24.1543568006282,5.0413777844375,7.38338218039665,1.5,1,37
24.1369221446023,4.71414460222934,7.36288676133761,1.5,1,38
24.5430161986488,4.98444450320731,7.33873552229767,1.5,1,39
24.4507135781561,3.86466403709887,7.30897741426278,1.5,1,40
24.9276960784314,8.39811764705882,7.31596058823529,1.5,1,41
24.4375,7.874,7.27759333333333,1.46,1,42
24.5625,5.519,7.27608,1.46,1,45
25.28125,10.464,7.251115,1.45999999999999,1,46
24.3133627486657,4.63872901504124,7.2416234280689,1.46,1,47
24.0833333333333,5.06233333333333,7.23069,1.46,1,48
24.5096982758621,4.40453673163418,7.1681712143928,1.46,1,49
24.291255878554,7.26529201129909,7.14995946181767,1.46,1,50
24.1292444139729,6.15939892658145,7.12935152388561,1.37,1,51
23.8964689783373,4.7767043856471,7.13199182012462,1.55,1,52
23.6636762910782,3.8822462584416,7.12790100903853,1.45999999999999,1,53
23.3864278457939,3.39453607880325,7.12010063419523,1.46000000000001,1,54
23.9104111886283,4.28871611660093,7.10323335124192,1.52,1,55
24.4279416203273,5.06553799451437,7.08950155716045,3.59999999999999,1,56
24.6907511820081,3.71907124237499,7.07514176662727,3.60000000000001,1,57
24.2539932680538,2.63887564259486,7.06944052753978,3.59999999999999,0,58
23.7705314009662,2.7067102378298,7.06607134336678,3.60000000000001,1,59
23.9469150641026,2.56814316239316,7.05471667735043,3.59999999999999,1,60
24.2638888888889,2.23033333333333,7.01924688888889,3.60000000000001,1,62
23.9992766203704,1.89652314814815,7.01496697916667,3.59999999999999,1,63
24.0863970588236,1.90254648956356,7.00077857210626,3.60000000000001,1,64
24.1875,1.808,6.98556,3.6,1,65
25.311773255814,1.49327906976744,6.93630686046512,3.60000000000001,1,69
24.7195191350121,1.57027429221796,6.94100834258074,3.09999999999999,1,70
24.6380537393477,1.24259234498972,6.93095660079342,3.09999999999999,1,71
24.7527348166693,1.67550398966242,6.9191869967695,3.10000000000001,1,72
24.8197544642857,1.8181875,6.90090119047619,3.10000000000001,1,73
24.9331349206349,1.76479841269841,6.89906415873016,3.09999999999999,1,74
24.1326923076923,1.33566153846154,6.88380384615385,3.09999999999999,1,76
23.8152029370953,1.34622479185939,6.87239974560592,3.09999999999999,1,77
24.1852649143046,1.27863727752142,6.85408434080422,1.78205128205128,1,78
24.1951694139194,5.32246703296703,7.31011250915751,0.61,1,0
25.0596662468514,5.87261712846348,7.29318793450882,0.61,1,1
24.5978172174623,4.61286495308038,7.29481197633619,0.61,0,2
24.3242753623188,6.10290289855072,7.30278660869565,0.609999999999999,1,3
23.8560977066412,4.4916362267315,7.32056855549076,0.61,0,4
23.7037281680722,4.99014247629907,7.31645090549388,0.61,1,5
24.4955368305601,5.66073097949628,7.30179938198991,0.61,1,6
24.1559903047091,6.55237673130194,7.30036429362881,0.610000000000001,1,9
23.8416209457747,5.08394118313415,7.29808111971444,0.609999999999999,1,10
23.9010668457806,5.21136708890374,7.29866202815101,0.609999999999999,1,11
24.2548928801546,5.41360720575601,7.31282796998497,0.610000000000001,1,12
24.6313454468326,5.1677235778927,7.4260603801713,0.569999999999999,1,13
23.875,4.892,7.171675,1.28,0,14
24.072337962963,5.66752777777778,7.38261268518519,1.28,1,15
23.75390625,6.531875,7.310413125,1.28,1,17
24.1797440273037,5.77564313993174,7.30471906109215,1.28,1,18
24.1413036437724,5.83207180374977,7.30787538828434,1.28,1,20
23.8198094315246,5.2921122997416,7.31169473979328,1.28,1,21
24.1946298934294,5.44990458230021,7.31087367687869,1.28,1,22
23.6759196687785,5.21502056313761,7.31558894047102,1.28,0,23
23.5425974847239,5.33512988482238,7.31694667197707,1.28,1,24
24.3609784745101,5.34077933922468,7.31105778107584,1.28,1,25
23.9051460877763,5.71456379198058,7.31272082710877,1.28,0,26
23.2278831845238,5.96843035714286,7.37458121726191,1.26,0,27
23.5005612717937,5.56714583267745,7.35601757296041,0.889999999999997,1,28
23.8308887650124,5.67853945160721,7.32339435259184,0.890000000000001,1,29
23.7987299675049,5.58717803995421,7.32736652865477,0.890000000000004,1,30
24.4434523809524,5.08,7.33488142857143,0.889999999999993,1,31
23.9110576923077,6.37511538461538,7.31170230769231,0.890000000000001,0,32
23.65625,5.08,7.32375,0.890000000000001,0,33
23.6953125,3.875375,7.31353375,0.890000000000001,1,34
24.0240384615385,5.13776923076923,7.22335538461538,0.890000000000001,1,35
23.8813405797101,5.25407246376812,7.06726782608696,0.890000000000001,1,36
23.3271341463415,4.83676402439024,7.07261740243903,0.890000000000001,1,37
23.2655504306832,4.41006751251309,7.29591871435223,0.890000000000001,1,38
23.5269829904138,4.82457205206141,7.21330907639051,0.890000000000001,1,39
23.8723891437308,5.09067626911315,7.36249123070336,0.829999999999998,1,40
23.7728179727469,5.1288481257379,7.41869954761905,0.890000000000001,1,41
23.6251822141764,5.10450686286314,7.37876473473056,0.520000000000003,1,42
24.0138888888889,5.48563663663663,7.23100138138138,0.519999999999996,1,43
23.8471853969674,4.9268596984411,7.32826040158163,0.520000000000003,0,44
23.7560241967996,4.92260784593438,7.33004090753892,0.519999999999996,1,45
24.3230346740171,4.82092289504953,7.24586974489968,0.520000000000003,1,46
23.9137670611348,5.08633088618066,7.31600979762558,0.519999999999996,1,47
23.4583333333333,5.56166666666667,7.41226666666667,0.520000000000003,1,48
23.7880291005291,5.11609722222222,7.43831406746032,0.519999999999996,1,49
23.5937162111585,5.08261970745448,7.44675486715129,0.520000000000003,1,50
23.4109869029819,5.0501600421363,7.48578114468539,0.520000000000003,1,51
23.2122553965172,5.01720925996869,7.43582660783851,0.519999999999996,1,52
22.9342452915806,5.0995895655454,7.36902561845007,0.520000000000003,0,53
22.6395592317845,5.09240007407064,7.33891120552281,0.519999999999996,1,54
23.1607498437542,5.06973744381946,7.32019257763648,0.539999999999999,1,55
23.6531859034193,5.06566066926847,7.34539854055471,7.71,1,56
23.8288513740911,5.0493825286066,7.30766402290853,7.71,1,57
23.5264973367767,5.06850234900691,7.27512245062799,7.71000000000001,0,58
23.0803623043535,5.0516752111224,7.25443313511352,7.70999999999999,1,59
23.106945945946,5.08159027027027,7.27389209513514,7.71,1,60
23.3166546242775,4.97895375722543,7.27575393063584,7.70999999999999,1,62
23.1231122172559,5.02682744141948,7.17844461488104,7.71000000000001,1,63
23.2721536466582,5.001296555274,7.14369585547989,7.70999999999999,1,64
23.39453125,4.966125,7.170254375,7.71,1,65
24.0794409845789,5.05351601423487,7.28587954033214,7.77000000000001,1,69
23.7488143889396,5.00207493992622,7.37811695383627,0.849999999999994,1,70
23.6898602967572,4.99832861074549,7.23190462555343,0.849999999999994,1,71
23.9714787179019,5.03130360837289,7.20025585132738,0.849999999999994,1,72
23.9701685622722,5.03469511122282,7.13258227233882,0.849999999999994,1,73
24.0275132665095,5.00376839622641,7.12021612449461,0.850000000000009,0,74
23.2904328018223,4.99361503416857,7.14742548974943,0.849999999999994,1,76
22.8994779511444,5.00452661716773,7.21960254658579,0.849999999999994,1,77
23.2739599387079,5.02238680005668,7.18277444146251,2.13337837837838,1,78
24.625,4.817,8.01148,0.79,1,4
26.25,6.888,8.05354066666667,0.79,1,6
25.1279932950192,7.73067049808429,7.94844201149425,0.790000000000001,1,9
24.7484840719742,6.04230296198668,7.92834123077794,0.789999999999999,1,10
24.1709956709957,6.61395670995671,7.90740380952381,0.79,1,11
25.8920855379189,7.04041798941799,7.82756955908289,0.76,1,13
24.6675493324897,7.10227990238312,7.82647678302743,2.22,0,14
24.3412176059234,8.70947228506787,7.81700104483752,2.22,1,15
24.8090277777778,3.51933333333333,7.78273444444445,2.22,1,17
25.1002252252253,5.37776455724017,7.75377068885959,2.22,1,18
25.5883238912119,5.74414175315463,7.73254632886583,2.22,1,19
25.0410553226626,4.96627654979675,7.71787488821139,2,1,20
24.7801535087719,8.45513596491229,7.6861848245614,0.886666666666665,1,21
25.1481164383562,7.66124657534246,7.66666479452055,0.220000000000001,1,24
24.3125,5.041,7.755,12.46,1,27
25.4166666666667,3.318,7.61351333333333,1.89,1,28
24.9791666666667,8.46666666666667,7.53331666666667,1.88999999999999,1,29
25.1875,3.437,7.60329833333333,3.78,1,30
24.28125,1.542,7.775425,0.63,1,31
24.6029769137303,4.22617010935601,7.58916825030377,1.89,1,34
24.5908586963898,4.81705519815418,7.58726902464203,1.94,1,35
24.6875241477583,5.83821260738409,7.55987862865324,1.89,1,36
24.4545703777384,4.61141411730033,7.5479693578937,1.87,1,37
24.4329435455689,6.44031428746156,7.53798170672875,1.88999999999999,1,38
24.6943688512153,5.69162622995096,7.52096293469909,0.945,1,39
24.7174653287258,7.12978149906627,7.49801391671807,5.58,1,41
24.7364924502848,6.36162892566593,7.44617502364386,6.32000000000001,1,42
24.9432571078939,5.93727992238006,7.38554144796084,6.31999999999999,1,43
24.8798214743787,4.34824771981829,7.50436083274868,6.32000000000001,1,44
24.7905464436529,5.02121683452648,7.57058174553739,6.31999999999999,1,45
25.3502372777056,4.69434966886356,7.61163669527429,6.32000000000001,1,46
24.9704590096144,4.47823601655073,7.60979784085426,3.16,1,47
24.8895746887967,3.52282323651452,7.67003532780083,6.3,1,49
24.7201934168386,3.22966623737922,7.61251739941375,6.34,1,50
24.6129952732048,4.82956663025669,7.6798040469472,6.31999999999999,1,51
24.4856426065045,3.60257205393108,7.7081401854814,6.32000000000002,1,52
24.0500244388426,4.70145212066756,7.71666491067239,6.31999999999999,0,53
23.6939449715332,5.10478785760345,7.72510918035481,6.31665608465599,1,54
24.1950520623506,4.81426153412296,7.58709437006151,12.663343915344,1,55
24.6907443403332,3.83635912192096,7.56834336164274,3.26000000000002,1,56
24.8870498333903,3.32595616883117,7.56307530943837,3.25999999999999,1,57
24.6062622822392,3.5312521616741,7.58551304509241,3.25999999999999,0,58
24.0999293663399,3.64251309671776,7.57903859921895,3.25999999999999,1,59
24.0953852749198,4.00432423387543,7.56052103136409,1.63000000000001,1,60
24.6455479452055,3.07430479452055,7.54187253424658,3.25999999999999,1,62
24.2997702768929,3.24877790982602,7.55672758123009,3.25999999999999,1,63
24.2935053203596,2.74647686923865,7.55596520043814,3.26000000000002,1,64
24.3419117647059,1.54976470588235,7.60666294117647,3.25999999999999,1,65
25.4223515248796,2.52140329052969,7.53130660914928,4.09,1,66
25.3928345859913,2.50525908545444,7.53005001275816,2.56,1,70
25.2304957808533,1.88962907601932,7.53284515532434,2.55999999999997,1,71
25.2343294573643,1.54801182170543,7.51892628348837,2.56,1,72
25.4906045751634,2.17826797385621,7.53930586601308,2.56,1,73
25.4380255681818,1.68803772727273,7.60485390454545,1.28,0,74
24.5905898876405,1.76638202247191,7.4982097752809,2.56,1,76
24.183392528282,1.47557671665351,7.50610899289661,2.56999999999999,1,77
24.6199455029536,1.44976162742324,7.54776037024711,2.82730769230769,1,78
24.9745077614379,7.26925382352941,7.8087210120915,0.0999999999999996,1,0
25.6864659443236,12.4929384511234,7.16002086496901,0.9,1,1
24.8459507042253,9.58876525821596,7.25402393192488,0.899999999999999,1,2
24.4391531569966,12.9311706484642,7.38413423208191,0.9,1,3
23.9135880130957,8.72936942639664,7.41566340468863,0.8989534883721,0,4
23.8428339995155,10.1568635416666,7.44542779457364,0.9010465116279,1,5
