suhu,oksigen_terlarut,ph,pertumbuhan_berat,cuaca_normal,age
24.7668334464043,10.9664063395146,7.47559499481758,0.3,1,6
24.3720565749236,17.0773177370031,7.52835359021407,0.9,1,9
24.1866120218579,9.9948262295082,7.64693403278689,0.9,1,10
24.0440384615384,9.0075264377904,7.60279695309757,0.9,1,11
24.5126675338151,6.93043242046906,7.55468753350072,0.9,1,12
24.7006055610624,8.17581474116317,7.55871132352701,3.5,1,13
23.9213169642857,4.65944162261678,7.59865534087828,1.88,0,14
23.6114619869182,9.87287128453458,7.6016273754358,1.23434343434343,1,15
24.3647772909821,8.22512367652428,7.66346000304247,1.9369696969697,1,18
24.8662579567898,8.54002876454575,7.74282890212982,1.88,1,19
24.3401936443474,6.4503831365322,7.77857584241501,1.88,0,20
24.0106382440322,7.19186260970087,7.77515650691223,1.88,1,21
24.3473030956113,6.93387926332288,7.75851872225705,1.88,1,22
23.7500784328032,6.04195031859526,7.77829068133178,1.88,0,23
23.604977316291,7.5758128927663,7.8047852088603,1.88,1,24
24.4926171958946,7.93596175168861,7.81454314963371,1.88,1,25
24.0301063726328,6.98724355339703,7.81345137171924,1.88,0,26
23.0034722222222,7.49877777777778,7.80272291666667,3.74,1,27
23.5277748533086,7.84357831494428,7.74536226448665,1.29,1,28
23.9513116239248,8.76063794998407,7.62543740454763,1.88,1,29
23.9416745293626,5.233735217507,7.48788309399817,1.29,1,30
24.1900789870604,6.86758939826943,7.46241027347781,1.29,1,31
23.9806977242633,9.84420728982751,7.34044554329078,1.29,1,32
23.6143728456465,8.84249506477762,7.19642115934752,0.289999999999999,1,33
23.5873030431306,9.25709742486243,6.81840493064766,2.29,1,34
23.7265270026898,8.63389722068792,6.4278215291613,1.29,1,35
23.7823996655518,9.32576622073578,6.5109410861204,1.29,1,36
23.5148547535211,6.34966373239435,6.64455163732394,1.29000000000001,1,37
23.4736396922507,9.94986707452724,6.67084369855394,1.29,1,38
23.5729166666667,10.7328333333333,6.68443666666667,1.29,1,39
23.8879841549296,7.1477636443662,6.76020840669014,0.740000000000002,1,41
23.9547370166132,4.98238203266787,7.10638459095351,4.13,1,42
24.1103098290599,3.41492094017094,7.10334044871795,4.13,1,43
24.6278409090909,0.420568181818182,7.08769136363636,4.13,1,46
24.0121590909091,0.842349090909091,7.06875664242425,4.08000000000001,1,47
23.6188524590164,3.56873770491803,6.95906459016393,4.13,1,49
23.4967948717949,4.52117948717949,6.95506025641026,4.13,1,50
24.0867667597765,2.76875977653631,6.88617097765363,6.13000000000001,1,51
23.6633858267716,1.26997637795276,6.82442448818898,4.13,1,52
23.1060855263158,3.58696052631579,6.80117236842105,3.13,0,53
22.8942587209302,6.63047093023255,6.76787156976744,4.13000000000001,1,54
23.3548023578363,2.11030617198336,6.74892629680999,3.20999999999999,1,55
23.9357638888889,6.85848148148148,6.7598037962963,0.659999999999997,1,56
24.0906280228692,7.55897558845187,6.82005187724685,0.659999999999997,1,57
23.7119748614843,15.1103492880642,6.80430319093465,0.660000000000011,0,58
23.2928810364365,16.3071197175732,6.82235698866806,0.659999999999997,1,59
23.2725694444444,18.9351111111111,6.7483675,0.646666666666666,1,60
23.8072916666667,16.7956666666667,6.4578425,0.703483146067001,1,63
23.4964840404091,13.9374232377689,6.04337642893132,0.783303370786601,1,64
24.1310267857143,0.508171428571428,5.35708967857143,1.88999999999999,1,69
23.78125,0.4725,5.392205,1.89,1,71
23.4301470588235,1.397,5.82745823529412,4.38,1,73
25.3383620689655,2.80434482758621,5.37999551724138,5.08999999999999,1,88
26.11065625,6.100752,6.1397861,5.09,1,91
25.4666401295649,6.76176511589766,5.52958958260442,4.23111111111111,1,92
25.6498106060606,1.8836,6.51889996969697,2.5,1,101
25.434844367589,1.35409683794466,7.00852274703557,2.5,0,102
25.4971014492753,1.44518550724638,6.25130357971014,2.5,1,103
25.5541666666666,1.6586,5.86476166666666,2,1,104
27.3028846153846,2.44207692307692,5.57657692307692,9.18000000000001,1,114
26.7739377470356,3.30333557312253,5.69997798023715,2.57026086956522,0,115
